"COU","Country","GFT_CAT","Category","CONTRIB","Contribution","UNIT","Measure","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRT","Portugal","M_DP_G","Grants for vessel construction, modernization and equipment","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,6939322.667,,
"PRT","Portugal","A_DP_G","Grants for aquaculture development","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,39269250.734,,
"PRT","Portugal","A_DP_G","Grants for aquaculture development","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,45495678.985,,
"PRT","Portugal","A_DP_G","Grants for aquaculture development","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,1538483.507,,
"PRT","Portugal","A_DP_G","Grants for aquaculture development","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,5302174.209,,
"PRT","Portugal","A_DP_G","Grants for aquaculture development","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,4659903.599,,
"PRT","Portugal","A_DP_G","Grants for aquaculture development","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,3778921.647,,
"PRT","Portugal","A_DP_G","Grants for aquaculture development","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,2052650.667,,
"DNK","Denmark","M_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,6435840.718,,
"DNK","Denmark","M_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,8061842.743,,
"DNK","Denmark","M_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,5249832.13,,
"DNK","Denmark","M_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,7801064.539,,
"DNK","Denmark","M_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,19417930.87,,
"DNK","Denmark","M_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,5074619.018,,
"DNK","Denmark","M_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,3403740.443,,
"DNK","Denmark","M_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,3506618.731,,
"DNK","Denmark","M_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,2482097.409,,
"DNK","Denmark","M_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,2972181.815,,
"DNK","Denmark","M_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,5401419.713,,
"CZE","Czech Republic","A_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,3344032.706,,
"CZE","Czech Republic","A_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,4187873.402,,
"CZE","Czech Republic","A_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,29233678.899,,
"CZE","Czech Republic","A_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,36870709.266,,
"CZE","Czech Republic","A_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,28526810.024,,
"CZE","Czech Republic","A_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,46196461.299,,
"CZE","Czech Republic","A_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,29317384.021,,
"CZE","Czech Republic","A_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,23021819.585,,
"CZE","Czech Republic","A_DP","Direct Payments","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,10192260.553,,
"NZL","New Zealand","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,705928.856,,
"NZL","New Zealand","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,640228.089,,
"NZL","New Zealand","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,1194733.428,,
"NZL","New Zealand","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,1485820.64,,
"NZL","New Zealand","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,434372.309,,
"NZL","New Zealand","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,1959542.444,,
"NZL","New Zealand","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,2904979.264,,
"NZL","New Zealand","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,2372375.709,,
"NZL","New Zealand","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,2187679.449,,
"NZL","New Zealand","A","Aquaculture","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,3680481.667,,
"MEX","Mexico","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,4838046.516,,
"MEX","Mexico","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,5194001.331,,
"MEX","Mexico","M_GS_E","Enforcement services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,5927421.784,,
"EST","Estonia","M_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,1254216.751,,
"EST","Estonia","M_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,1154676.012,,
"EST","Estonia","M_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,542341.488,,
"EST","Estonia","M_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,7188125.807,,
"EST","Estonia","M_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,17691816.004,,
"EST","Estonia","M_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,6664892.793,,
"EST","Estonia","M_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,5892168.38,,
"EST","Estonia","M_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,12665163.75,,
"EST","Estonia","M_GS_OTH","Other general services","GFT_TOT","Total contribution to GFT","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,11279960,,
"SWE","Sweden","A_DP_G","Grants for aquaculture development","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,593520.618,,
"SWE","Sweden","A_DP_G","Grants for aquaculture development","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,512151.064,,
"SWE","Sweden","A_DP_G","Grants for aquaculture development","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,324277.824,,
"SWE","Sweden","A_DP_G","Grants for aquaculture development","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,363139.684,,
"SWE","Sweden","A_DP_G","Grants for aquaculture development","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,143244.65,,
"SWE","Sweden","A_DP_G","Grants for aquaculture development","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,1340197.279,,
"SWE","Sweden","A_DP_G","Grants for aquaculture development","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,1134551.3,,
"SWE","Sweden","A_DP_G","Grants for aquaculture development","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,2049338.344,,
"SWE","Sweden","A_DP_G","Grants for aquaculture development","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,3096897.622,,
"SWE","Sweden","A_DP_G","Grants for aquaculture development","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,1174165.822,,
"SVK","Slovak Republic","MP","Marketing and Processing","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,6611.375,,
"SVK","Slovak Republic","MP","Marketing and Processing","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,12816.669,,
"SVK","Slovak Republic","MP","Marketing and Processing","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,10095.5,,
"DEU","Germany","MP_CRT_L","Subsidized loans for marketing and processing facilities","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,18525230.935,,
"DEU","Germany","MP_CRT_L","Subsidized loans for marketing and processing facilities","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,18280994.395,,
"DEU","Germany","MP_CRT_L","Subsidized loans for marketing and processing facilities","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,937158.699,,
"ESP","Spain","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,257729866.371,,
"ESP","Spain","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,249046936.033,,
"ESP","Spain","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,248489632.995,,
"ESP","Spain","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,195066177.5,,
"ESP","Spain","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,102698558.003,,
"ESP","Spain","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,78978697.629,,
"ESP","Spain","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,198010867.42,,
"ESP","Spain","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,231281684.282,,
"ESP","Spain","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,212549848.329,,
"ESP","Spain","M","Marine Capture Fisheries","GFT_TOT","Total contribution to GFT","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,172478520.584,,
"FIN","Finland","MP_DP_G","Grants for marketing and processing facilities","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,6977231.227,,
"FIN","Finland","MP_DP_G","Grants for marketing and processing facilities","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,5042145.158,,
"FIN","Finland","MP_DP_G","Grants for marketing and processing facilities","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,6316658.967,,
"FIN","Finland","MP_DP_G","Grants for marketing and processing facilities","GFT_TOT","Total contribution to GFT","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,10056519.35,,
"FIN","Finland","MP_DP_G","Grants for marketing and processing facilities","GFT_TOT","Total contribution to GFT","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,622526.748,,
"CAN","Canada","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2001","2001","USD","US Dollar","0","Units",,,121415350.41,,
"CAN","Canada","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2002","2002","USD","US Dollar","0","Units",,,115538704.671,,
"CAN","Canada","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2003","2003","USD","US Dollar","0","Units",,,127753060.413,,
"CAN","Canada","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2004","2004","USD","US Dollar","0","Units",,,138652542.971,,
"CAN","Canada","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2005","2005","USD","US Dollar","0","Units",,,163818472.551,,
"CAN","Canada","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,88471760.286,,
"CAN","Canada","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,107823824.014,,
"CAN","Canada","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,107543441.138,,
"CAN","Canada","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,104425149.636,,
"CAN","Canada","M_GS_M","Management services","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,143664805.188,,
"EST","Estonia","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2006","2006","USD","US Dollar","0","Units",,,14075997.39,,
"EST","Estonia","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2007","2007","USD","US Dollar","0","Units",,,10665540.626,,
"EST","Estonia","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2008","2008","USD","US Dollar","0","Units",,,6388455.879,,
"EST","Estonia","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2009","2009","USD","US Dollar","0","Units",,,47310502.868,,
"EST","Estonia","GFT_TOTAL","GRAND TOTAL","GFT_TOT","Total contribution to GFT","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,35031824.472,,
